TicketId,Title,Priority,Assignee,DueDate,HoursLogged
7451,Printer offline on floor 163,Medium,jle,2026-09-11,0.5
7452,VPN drops for user 164,High,mrt,2026-09-12,1
7453,Laptop request for desk 165,Low,pko,2026-09-13,1.5
7454,Mailbox permissions for team 166,Medium,sva,2026-09-14,2
7455,Monitor flickers at desk 167,High,ana,2026-09-15,0
7456,Password reset for contractor 168,Low,jle,2026-09-16,0.5
7457,Badge reader error at door 169,Medium,mrt,2026-09-17,1
7458,Wi-Fi dead zone in room 170,High,pko,2026-09-18,1.5
7459,Shared drive full on server 171,Low,sva,2026-09-19,2
7460,Phone extension 172 not ringing,Medium,ana,2026-09-20,0
7461,Printer offline on floor 173,High,jle,2026-09-21,0.5
7462,VPN drops for user 174,Low,mrt,2026-09-22,1
7463,Laptop request for desk 175,Medium,pko,2026-09-23,1.5
7464,Mailbox permissions for team 176,High,sva,2026-09-24,2
7465,Monitor flickers at desk 177,Low,ana,2026-09-25,0
7466,Password reset for contractor 178,Medium,jle,2026-09-26,0.5
7467,Badge reader error at door 179,High,mrt,2026-09-27,1
7468,Wi-Fi dead zone in room 180,Low,pko,2026-09-28,1.5
7469,Shared drive full on server 181,Medium,sva,2026-09-29,2
7470,Phone extension 182 not ringing,High,ana,2026-09-30,0
7471,Printer offline on floor 183,Low,jle,2026-10-01,0.5
7472,VPN drops for user 184,Medium,mrt,2026-10-02,1
7473,Laptop request for desk 185,High,pko,2026-10-03,1.5
7474,Mailbox permissions for team 186,Low,sva,2026-10-04,2
7475,Monitor flickers at desk 187,Medium,ana,2026-10-05,0
7476,Password reset for contractor 188,High,jle,2026-10-06,0.5
7477,Badge reader error at door 189,Low,mrt,2026-10-07,1
7478,Wi-Fi dead zone in room 190,Medium,pko,2026-10-08,1.5
7479,Shared drive full on server 191,High,sva,2026-10-09,2
7480,Phone extension 192 not ringing,Low,ana,2026-09-10,0
7481,Printer offline on floor 193,Medium,jle,2026-09-11,0.5
7482,VPN drops for user 194,High,mrt,2026-09-12,1
7483,Laptop request for desk 195,Low,pko,2026-09-13,1.5
7484,Mailbox permissions for team 196,Medium,sva,2026-09-14,2
7485,Monitor flickers at desk 100,High,ana,2026-09-15,0
7486,Password reset for contractor 101,Low,jle,2026-09-16,0.5
7487,Badge reader error at door 102,Medium,mrt,2026-09-17,1
7488,Wi-Fi dead zone in room 103,High,pko,2026-09-18,1.5
7489,Shared drive full on server 104,Low,sva,2026-09-19,2
7490,Phone extension 105 not ringing,Medium,ana,2026-09-20,0
7491,Printer offline on floor 106,High,jle,2026-09-21,0.5
7492,VPN drops for user 107,Low,mrt,2026-09-22,1
7493,Laptop request for desk 108,Medium,pko,2026-09-23,1.5
7494,Mailbox permissions for team 109,High,sva,2026-09-24,2
7495,Monitor flickers at desk 110,Low,ana,2026-09-25,0
7496,Password reset for contractor 111,Medium,jle,2026-09-26,0.5
7497,Badge reader error at door 112,High,mrt,2026-09-27,1
7498,Wi-Fi dead zone in room 113,Low,pko,2026-09-28,1.5
7499,Shared drive full on server 114,Medium,sva,2026-09-29,2
7500,Phone extension 115 not ringing,High,ana,2026-09-30,0
7501,Printer offline on floor 116,Low,jle,2026-10-01,0.5
7502,VPN drops for user 117,Medium,mrt,2026-10-02,1
7503,Laptop request for desk 118,High,pko,2026-10-03,1.5
7504,Mailbox permissions for team 119,Low,sva,2026-10-04,2
7505,Monitor flickers at desk 120,Medium,ana,2026-10-05,0
7506,Password reset for contractor 121,High,jle,2026-10-06,0.5
7507,Badge reader error at door 122,Low,mrt,2026-10-07,1
7508,Wi-Fi dead zone in room 123,Medium,pko,2026-10-08,1.5
7509,Shared drive full on server 124,High,sva,2026-10-09,2
7510,Phone extension 125 not ringing,Low,ana,2026-09-10,0
7511,Printer offline on floor 126,Medium,jle,2026-09-11,0.5
7512,VPN drops for user 127,High,mrt,2026-09-12,1
7513,Laptop request for desk 128,Low,pko,2026-09-13,1.5
7514,Mailbox permissions for team 129,Medium,sva,2026-09-14,2
7515,Monitor flickers at desk 130,High,ana,2026-09-15,0
7516,Password reset for contractor 131,Low,jle,2026-09-16,0.5
7517,Badge reader error at door 132,Medium,mrt,2026-09-17,1
7518,Wi-Fi dead zone in room 133,High,pko,2026-09-18,1.5
7519,Shared drive full on server 134,Low,sva,2026-09-19,2
7520,Phone extension 135 not ringing,Medium,ana,2026-09-20,0
7521,Printer offline on floor 136,High,jle,2026-09-21,0.5
7522,VPN drops for user 137,Low,mrt,2026-09-22,1
7523,Laptop request for desk 138,Medium,pko,2026-09-23,1.5
7524,Mailbox permissions for team 139,High,sva,2026-09-24,2
7525,Monitor flickers at desk 140,Low,ana,2026-09-25,0
7526,Password reset for contractor 141,Medium,jle,2026-09-26,0.5
7527,Badge reader error at door 142,High,mrt,2026-09-27,1
7528,Wi-Fi dead zone in room 143,Low,pko,2026-09-28,1.5
7529,Shared drive full on server 144,Medium,sva,2026-09-29,2
7530,Phone extension 145 not ringing,High,ana,2026-09-30,0
7531,Printer offline on floor 146,Low,jle,2026-10-01,0.5
7532,VPN drops for user 147,Medium,mrt,2026-10-02,1
7533,Laptop request for desk 148,High,pko,2026-10-03,1.5
7534,Mailbox permissions for team 149,Low,sva,2026-10-04,2
7535,Monitor flickers at desk 150,Medium,ana,2026-10-05,0
7536,Password reset for contractor 151,High,jle,2026-10-06,0.5
7537,Badge reader error at door 152,Low,mrt,2026-10-07,1
7538,Wi-Fi dead zone in room 153,Medium,pko,2026-10-08,1.5
7539,Shared drive full on server 154,High,sva,2026-10-09,2
7540,Phone extension 155 not ringing,Low,ana,2026-09-10,0
7541,Printer offline on floor 156,Medium,jle,2026-09-11,0.5
7542,VPN drops for user 157,High,mrt,2026-09-12,1
7543,Laptop request for desk 158,Low,pko,2026-09-13,1.5
7544,Mailbox permissions for team 159,Medium,sva,2026-09-14,2
7545,Monitor flickers at desk 160,High,ana,2026-09-15,0
7546,Password reset for contractor 161,Low,jle,2026-09-16,0.5
7547,Badge reader error at door 162,Medium,mrt,2026-09-17,1
7548,Wi-Fi dead zone in room 163,High,pko,2026-09-18,1.5
7549,Shared drive full on server 164,Low,sva,2026-09-19,2
7550,Phone extension 165 not ringing,Medium,ana,2026-09-20,0
7551,Printer offline on floor 166,High,jle,2026-09-21,0.5
7552,VPN drops for user 167,Low,mrt,2026-09-22,1
7553,Laptop request for desk 168,Medium,pko,2026-09-23,1.5
7554,Mailbox permissions for team 169,High,sva,2026-09-24,2
7555,Monitor flickers at desk 170,Low,ana,2026-09-25,0
7556,Password reset for contractor 171,Medium,jle,2026-09-26,0.5
7557,Badge reader error at door 172,High,mrt,2026-09-27,1
7558,Wi-Fi dead zone in room 173,Low,pko,2026-09-28,1.5
7559,Shared drive full on server 174,Medium,sva,2026-09-29,2
7560,Phone extension 175 not ringing,High,ana,2026-09-30,0
7561,Printer offline on floor 176,Low,jle,2026-10-01,0.5
7562,VPN drops for user 177,Medium,mrt,2026-10-02,1
7563,Laptop request for desk 178,High,pko,2026-10-03,1.5
7564,Mailbox permissions for team 179,Low,sva,2026-10-04,2
7565,Monitor flickers at desk 180,Medium,ana,2026-10-05,0
7566,Password reset for contractor 181,High,jle,2026-10-06,0.5
7567,Badge reader error at door 182,Low,mrt,2026-10-07,1
7568,Wi-Fi dead zone in room 183,Medium,pko,2026-10-08,1.5
7569,Shared drive full on server 184,High,sva,2026-10-09,2
7570,Phone extension 185 not ringing,Low,ana,2026-09-10,0
7571,Printer offline on floor 186,Medium,jle,2026-09-11,0.5
7572,VPN drops for user 187,High,mrt,2026-09-12,1
7573,Laptop request for desk 188,Low,pko,2026-09-13,1.5
7574,Mailbox permissions for team 189,Medium,sva,2026-09-14,2
7575,Monitor flickers at desk 190,High,ana,2026-09-15,0
7576,Password reset for contractor 191,Low,jle,2026-09-16,0.5
7577,Badge reader error at door 192,Medium,mrt,2026-09-17,1
7578,Wi-Fi dead zone in room 193,High,pko,2026-09-18,1.5
7579,Shared drive full on server 194,Low,sva,2026-09-19,2
7580,Phone extension 195 not ringing,Medium,ana,2026-09-20,0
7581,Printer offline on floor 196,High,jle,2026-09-21,0.5
7582,VPN drops for user 100,Low,mrt,2026-09-22,1
7583,Laptop request for desk 101,Medium,pko,2026-09-23,1.5
7584,Mailbox permissions for team 102,High,sva,2026-09-24,2
7585,Monitor flickers at desk 103,Low,ana,2026-09-25,0
7586,Password reset for contractor 104,Medium,jle,2026-09-26,0.5
7587,Badge reader error at door 105,High,mrt,2026-09-27,1
7588,Wi-Fi dead zone in room 106,Low,pko,2026-09-28,1.5
7589,Shared drive full on server 107,Medium,sva,2026-09-29,2
7590,Phone extension 108 not ringing,High,ana,2026-09-30,0
7591,Printer offline on floor 109,Low,jle,2026-10-01,0.5
7592,VPN drops for user 110,Medium,mrt,2026-10-02,1
7593,Laptop request for desk 111,High,pko,2026-10-03,1.5
7594,Mailbox permissions for team 112,Low,sva,2026-10-04,2
7595,Monitor flickers at desk 113,Medium,ana,2026-10-05,0
7596,Password reset for contractor 114,High,jle,2026-10-06,0.5
7597,Badge reader error at door 115,Low,mrt,2026-10-07,1
7598,Wi-Fi dead zone in room 116,Medium,pko,2026-10-08,1.5
7599,Shared drive full on server 117,High,sva,2026-10-09,2
7600,Phone extension 118 not ringing,Low,ana,2026-09-10,0
